date,qqq_close,tqqq_close,sma100,sma200,position,shares,cash,portfolio_value,portfolio_return_pct,daily_return_pct,drawdown_pct,trade_executed
2013-03-11,61.75,0.6,59.08,58.7,1,20379.5625,0.0,12280.92,22.81%,1.03%,-14.09%,0
2013-03-12,61.52,0.6,59.1,58.73,1,20379.5625,0.0,12131.25,21.31%,-1.22%,-15.13%,0
2013-03-13,61.44,0.59,59.12,58.76,1,20379.5625,0.0,12092.83,20.93%,-0.32%,-15.40%,0
2013-03-14,61.65,0.6,59.13,58.8,1,20379.5625,0.0,12216.2,22.16%,1.02%,-14.54%,0
2013-03-15,61.48,0.59,59.13,58.83,1,20379.5625,0.0,12100.91,21.01%,-0.94%,-15.35%,0
2013-03-18,61.34,0.59,59.15,58.86,1,20379.5625,0.0,12017.98,20.18%,-0.69%,-15.93%,0
2013-03-19,61.22,0.59,59.18,58.89,1,20379.5625,0.0,11969.44,19.69%,-0.40%,-16.27%,0
2013-03-20,61.66,0.6,59.2,58.92,1,20379.5625,0.0,12197.99,21.98%,1.91%,-14.67%,0
2013-03-21,60.96,0.58,59.23,58.96,1,20379.5625,0.0,11807.64,18.08%,-3.20%,-17.40%,0
2013-03-22,61.55,0.6,59.27,59.0,1,20379.5625,0.0,12133.28,21.33%,2.76%,-15.12%,0
2013-03-25,61.32,0.59,59.3,59.03,1,20379.5625,0.0,12009.9,20.10%,-1.02%,-15.98%,0
2013-03-26,61.66,0.6,59.34,59.06,1,20379.5625,0.0,12193.95,21.94%,1.53%,-14.70%,0
2013-03-27,61.74,0.6,59.37,59.1,1,20379.5625,0.0,12258.67,22.59%,0.53%,-14.24%,0
2013-03-28,61.89,0.6,59.41,59.13,1,20379.5625,0.0,12329.46,23.29%,0.58%,-13.75%,0
2013-04-01,61.47,0.59,59.44,59.16,1,20379.5625,0.0,12090.79,20.91%,-1.94%,-15.42%,0
2013-04-02,61.95,0.61,59.48,59.19,1,20379.5625,0.0,12363.85,23.64%,2.26%,-13.51%,0
2013-04-03,61.39,0.59,59.51,59.23,1,20379.5625,0.0,12036.19,20.36%,-2.65%,-15.80%,0
2013-04-04,61.4,0.59,59.55,59.26,1,20379.5625,0.0,12042.25,20.42%,0.05%,-15.76%,0
2013-04-05,60.89,0.58,59.59,59.28,1,20379.5625,0.0,11746.96,17.47%,-2.45%,-17.82%,0
2013-04-08,61.22,0.59,59.64,59.31,1,20379.5625,0.0,11926.97,19.27%,1.53%,-16.56%,0
2013-04-09,61.63,0.6,59.69,59.33,1,20379.5625,0.0,12161.58,21.62%,1.97%,-14.92%,0
2013-04-10,62.83,0.63,59.76,59.36,1,20379.5625,0.0,12873.53,28.74%,5.85%,-9.94%,0
2013-04-11,62.8,0.63,59.84,59.39,1,20379.5625,0.0,12851.28,28.51%,-0.17%,-10.10%,0
2013-04-12,62.76,0.63,59.91,59.43,1,20379.5625,0.0,12837.12,28.37%,-0.11%,-10.20%,0
2013-04-15,61.52,0.59,59.97,59.46,1,20379.5625,0.0,12056.43,20.56%,-6.08%,-15.66%,0
2013-04-16,62.34,0.62,60.03,59.49,1,20379.5625,0.0,12560.03,25.60%,4.18%,-12.14%,0
2013-04-17,61.12,0.58,60.07,59.52,1,20379.5625,0.0,11825.86,18.26%,-5.85%,-17.27%,0
2013-04-18,60.27,0.56,60.1,59.54,1,20379.5625,0.0,11314.13,13.14%,-4.33%,-20.85%,0
2013-04-19,61.1,0.58,60.14,59.56,1,20379.5625,0.0,11783.37,17.83%,4.15%,-17.57%,0
2013-04-22,61.73,0.6,60.17,59.59,1,20379.5625,0.0,12145.41,21.45%,3.07%,-15.04%,0
2013-04-23,62.32,0.61,60.22,59.61,1,20379.5625,0.0,12503.39,25.03%,2.95%,-12.53%,0
2013-04-24,62.29,0.61,60.26,59.63,1,20379.5625,0.0,12473.06,24.73%,-0.24%,-12.74%,0
2013-04-25,62.62,0.62,60.3,59.66,1,20379.5625,0.0,12675.32,26.75%,1.62%,-11.33%,0
2013-04-26,62.43,0.62,60.34,59.69,1,20379.5625,0.0,12568.13,25.68%,-0.85%,-12.08%,0
2013-04-29,63.0,0.63,60.38,59.72,1,20379.5625,0.0,12901.84,29.02%,2.66%,-9.74%,0
2013-04-30,63.46,0.65,60.43,59.76,1,20379.5625,0.0,13185.01,31.85%,2.19%,-7.76%,0
2013-05-01,63.16,0.64,60.49,59.8,1,20379.5625,0.0,13017.13,30.17%,-1.27%,-8.94%,0
2013-05-02,63.96,0.66,60.54,59.84,1,20379.5625,0.0,13488.39,34.88%,3.62%,-5.64%,0
2013-05-03,64.72,0.68,60.61,59.88,1,20379.5625,0.0,13959.63,39.60%,3.49%,-2.34%,0
2013-05-06,64.97,0.69,60.68,59.92,1,20379.5625,0.0,14139.64,41.40%,1.29%,-1.08%,0
2013-05-07,64.93,0.69,60.74,59.96,1,20379.5625,0.0,14105.25,41.05%,-0.24%,-1.33%,0
2013-05-08,65.24,0.7,60.81,60.0,1,20379.5625,0.0,14325.73,43.26%,1.56%,0.00%,0
2013-05-09,65.15,0.7,60.88,60.04,1,20379.5625,0.0,14275.14,42.75%,-0.35%,-0.35%,0
2013-05-10,65.55,0.71,60.96,60.09,1,20379.5625,0.0,14517.85,45.18%,1.70%,0.00%,0
2013-05-13,65.63,0.72,61.03,60.14,1,20379.5625,0.0,14574.49,45.74%,0.39%,0.00%,0
2013-05-14,65.97,0.73,61.1,60.19,1,20379.5625,0.0,14788.89,47.89%,1.47%,0.00%,0
2013-05-15,66.11,0.73,61.17,60.24,1,20379.5625,0.0,14898.11,48.98%,0.74%,0.00%,0
2013-05-16,66.03,0.73,61.24,60.28,1,20379.5625,0.0,14843.48,48.43%,-0.37%,-0.37%,0
2013-05-17,66.67,0.75,61.33,60.33,1,20379.5625,0.0,15262.16,52.62%,2.82%,0.00%,0
2013-05-20,66.57,0.75,61.41,60.37,1,20379.5625,0.0,15193.39,51.93%,-0.45%,-0.45%,0
2013-05-21,66.64,0.75,61.5,60.42,1,20379.5625,0.0,15250.03,52.50%,0.37%,-0.08%,0
2013-05-22,66.06,0.73,61.58,60.46,1,20379.5625,0.0,14877.87,48.78%,-2.44%,-2.52%,0
2013-05-23,65.91,0.72,61.67,60.5,1,20379.5625,0.0,14716.08,47.16%,-1.09%,-3.58%,0
2013-05-24,65.87,0.72,61.75,60.54,1,20379.5625,0.0,14707.98,47.08%,-0.06%,-3.63%,0
2013-05-28,66.3,0.74,61.81,60.57,1,20379.5625,0.0,15011.36,50.11%,2.06%,-1.64%,0
2013-05-29,65.99,0.73,61.87,60.61,1,20379.5625,0.0,14784.83,47.85%,-1.51%,-3.13%,0
2013-05-30,66.34,0.74,61.94,60.64,1,20379.5625,0.0,15025.52,50.26%,1.63%,-1.55%,0
2013-05-31,65.73,0.72,62.0,60.67,1,20379.5625,0.0,14596.74,45.97%,-2.85%,-4.36%,0
2013-06-03,65.85,0.72,62.06,60.7,1,20379.5625,0.0,14681.69,46.82%,0.58%,-3.80%,0
2013-06-04,65.5,0.71,62.12,60.73,1,20379.5625,0.0,14461.23,44.61%,-1.50%,-5.25%,0
2013-06-05,64.65,0.68,62.16,60.76,1,20379.5625,0.0,13907.05,39.07%,-3.83%,-8.88%,0
2013-06-06,64.97,0.69,62.21,60.78,1,20379.5625,0.0,14076.94,40.77%,1.22%,-7.77%,0
2013-06-07,65.85,0.72,62.27,60.81,1,20379.5625,0.0,14665.51,46.66%,4.18%,-3.91%,0
2013-06-10,65.88,0.72,62.33,60.83,1,20379.5625,0.0,14671.57,46.72%,0.04%,-3.87%,0
2013-06-11,65.23,0.7,62.38,60.86,1,20379.5625,0.0,14246.84,42.47%,-2.89%,-6.65%,0
2013-06-12,64.47,0.67,62.43,60.88,1,20379.5625,0.0,13753.33,37.53%,-3.46%,-9.89%,0
2013-06-13,65.29,0.7,62.48,60.9,1,20379.5625,0.0,14246.84,42.47%,3.59%,-6.65%,0
2013-06-14,64.86,0.69,62.53,60.92,1,20379.5625,0.0,13996.03,39.96%,-1.76%,-8.30%,0
2013-06-17,65.49,0.71,62.58,60.95,1,20379.5625,0.0,14384.36,43.84%,2.77%,-5.75%,0
2013-06-18,66.03,0.72,62.64,60.97,1,20379.5625,0.0,14724.15,47.24%,2.36%,-3.53%,0
2013-06-19,65.29,0.7,62.69,61.0,1,20379.5625,0.0,14260.99,42.61%,-3.15%,-6.56%,0
2013-06-20,63.74,0.65,62.73,61.01,1,20379.5625,0.0,13209.27,32.09%,-7.37%,-13.45%,0
2013-06-21,63.4,0.64,62.76,61.03,1,20379.5625,0.0,13023.19,30.23%,-1.41%,-14.67%,0
2013-06-24,62.77,0.62,62.79,61.04,1,20379.5625,0.0,12620.7,26.21%,-3.09%,-17.31%,0
2013-06-25,63.23,0.63,62.82,61.05,1,20379.5625,0.0,12889.7,28.90%,2.13%,-15.54%,0
2013-06-26,63.79,0.65,62.85,61.06,1,20379.5625,0.0,13241.63,32.42%,2.73%,-13.24%,0
2013-06-27,64.06,0.66,62.9,61.08,1,20379.5625,0.0,13389.27,33.89%,1.11%,-12.27%,0
2013-06-28,64.15,0.66,62.94,61.09,1,20379.5625,0.0,13425.67,34.26%,0.27%,-12.03%,0
2013-07-01,64.55,0.67,62.98,61.11,1,20379.5625,0.0,13712.88,37.13%,2.14%,-10.15%,0
2013-07-02,64.58,0.67,63.02,61.13,1,20379.5625,0.0,13718.96,37.19%,0.04%,-10.11%,0
2013-07-03,64.84,0.68,63.06,61.15,1,20379.5625,0.0,13905.03,39.05%,1.36%,-8.89%,0
2013-07-05,65.33,0.7,63.11,61.16,1,20379.5625,0.0,14212.45,42.12%,2.21%,-6.88%,0
2013-07-08,65.4,0.7,63.16,61.18,1,20379.5625,0.0,14258.97,42.59%,0.33%,-6.57%,0
2013-07-09,65.79,0.71,63.21,61.19,1,20379.5625,0.0,14519.89,45.20%,1.83%,-4.86%,0
2013-07-10,66.17,0.72,63.26,61.21,1,20379.5625,0.0,14764.62,47.65%,1.69%,-3.26%,0
2013-07-11,67.49,0.77,63.33,61.24,1,20379.5625,0.0,15684.88,56.85%,6.23%,0.00%,0
2013-07-12,67.78,0.78,63.39,61.26,1,20379.5625,0.0,15848.69,58.49%,1.04%,0.00%,0
2013-07-15,67.94,0.78,63.47,61.29,1,20379.5625,0.0,15972.07,59.72%,0.78%,0.00%,0
2013-07-16,67.85,0.78,63.56,61.33,1,20379.5625,0.0,15909.37,59.09%,-0.39%,-0.39%,0
2013-07-17,68.02,0.79,63.63,61.36,1,20379.5625,0.0,16022.63,60.23%,0.71%,0.00%,0
2013-07-18,67.85,0.78,63.72,61.39,1,20379.5625,0.0,15905.33,59.05%,-0.73%,-0.73%,0
2013-07-19,67.14,0.76,63.8,61.42,1,20379.5625,0.0,15421.94,54.22%,-3.04%,-3.75%,0
2013-07-22,67.34,0.76,63.87,61.46,1,20379.5625,0.0,15533.18,55.33%,0.72%,-3.05%,0
2013-07-23,66.85,0.75,63.93,61.49,1,20379.5625,0.0,15187.33,51.87%,-2.23%,-5.21%,0
2013-07-24,67.06,0.75,64.0,61.51,1,20379.5625,0.0,15330.91,53.31%,0.95%,-4.32%,0
2013-07-25,67.49,0.77,64.07,61.54,1,20379.5625,0.0,15608.01,56.08%,1.81%,-2.59%,0
2013-07-26,67.85,0.78,64.13,61.57,1,20379.5625,0.0,15866.91,58.67%,1.66%,-0.97%,0
2013-07-29,67.72,0.77,64.2,61.61,1,20379.5625,0.0,15794.09,57.94%,-0.46%,-1.43%,0
2013-07-30,68.08,0.79,64.26,61.65,1,20379.5625,0.0,16028.7,60.29%,1.49%,0.00%,0
2013-07-31,68.21,0.79,64.33,61.69,1,20379.5625,0.0,16129.83,61.30%,0.63%,0.00%,0
2013-08-01,68.9,0.82,64.4,61.74,1,20379.5625,0.0,16621.32,66.21%,3.05%,0.00%,0
2013-08-02,69.29,0.83,64.48,61.79,1,20379.5625,0.0,16898.41,68.98%,1.67%,0.00%,0
2013-08-05,69.33,0.83,64.56,61.84,1,20379.5625,0.0,16934.81,69.35%,0.22%,0.00%,0
2013-08-06,68.92,0.82,64.63,61.88,1,20379.5625,0.0,16633.45,66.33%,-1.78%,-1.78%,0
2013-08-07,68.79,0.81,64.7,61.92,1,20379.5625,0.0,16538.39,65.38%,-0.57%,-2.34%,0
2013-08-08,69.13,0.82,64.78,61.97,1,20379.5625,0.0,16758.84,67.59%,1.33%,-1.04%,0
2013-08-09,68.85,0.81,64.86,62.02,1,20379.5625,0.0,16578.83,65.79%,-1.07%,-2.10%,0
2013-08-12,69.02,0.82,64.93,62.07,1,20379.5625,0.0,16681.99,66.82%,0.62%,-1.49%,0
2013-08-13,69.4,0.83,65.02,62.12,1,20379.5625,0.0,16959.08,69.59%,1.66%,0.00%,0
2013-08-14,69.14,0.82,65.09,62.18,1,20379.5625,0.0,16770.97,67.71%,-1.11%,-1.11%,0
2013-08-15,67.97,0.78,65.16,62.23,1,20379.5625,0.0,15929.6,59.30%,-5.02%,-6.07%,0
2013-08-16,67.94,0.78,65.22,62.28,1,20379.5625,0.0,15872.97,58.73%,-0.36%,-6.40%,0
2013-08-19,67.83,0.78,65.28,62.33,1,20379.5625,0.0,15810.27,58.10%,-0.39%,-6.77%,0
2013-08-20,68.12,0.79,65.34,62.38,1,20379.5625,0.0,16026.68,60.27%,1.37%,-5.50%,0
2013-08-21,67.89,0.78,65.41,62.43,1,20379.5625,0.0,15866.91,58.67%,-1.00%,-6.44%,0
2013-08-22,68.56,0.8,65.48,62.48,1,20379.5625,0.0,16319.95,63.20%,2.86%,-3.77%,0
2013-08-23,69.02,0.82,65.55,62.53,1,20379.5625,0.0,16663.78,66.64%,2.11%,-1.74%,0
2013-08-26,69.05,0.82,65.63,62.59,1,20379.5625,0.0,16677.93,66.78%,0.08%,-1.66%,0
2013-08-27,67.64,0.77,65.7,62.65,1,20379.5625,0.0,15628.24,56.28%,-6.29%,-7.85%,0
2013-08-28,67.9,0.78,65.76,62.7,1,20379.5625,0.0,15830.5,58.31%,1.29%,-6.65%,0
2013-08-29,68.38,0.79,65.83,62.76,1,20379.5625,0.0,16158.15,61.58%,2.07%,-4.72%,0
2013-08-30,67.94,0.78,65.88,62.82,1,20379.5625,0.0,15856.79,58.57%,-1.87%,-6.50%,0
2013-09-03,68.32,0.79,65.94,62.89,1,20379.5625,0.0,16117.69,61.18%,1.65%,-4.96%,0
2013-09-04,69.05,0.82,66.0,62.95,1,20379.5625,0.0,16643.57,66.44%,3.26%,-1.86%,0
2013-09-05,69.17,0.82,66.08,63.02,1,20379.5625,0.0,16716.38,67.16%,0.44%,-1.43%,0
2013-09-06,69.25,0.82,66.14,63.09,1,20379.5625,0.0,16777.06,67.77%,0.36%,-1.07%,0
2013-09-09,70.06,0.85,66.23,63.15,1,20379.5625,0.0,17367.63,73.68%,3.52%,0.00%,0
2013-09-10,70.4,0.87,66.34,63.22,1,20379.5625,0.0,17630.56,76.31%,1.51%,0.00%,0
2013-09-11,70.27,0.86,66.43,63.28,1,20379.5625,0.0,17541.58,75.42%,-0.50%,-0.50%,0
2013-09-12,70.22,0.86,66.51,63.34,1,20379.5625,0.0,17462.69,74.63%,-0.45%,-0.95%,0
2013-09-13,70.27,0.86,66.59,63.41,1,20379.5625,0.0,17519.33,75.19%,0.32%,-0.63%,0
2013-09-16,70.08,0.85,66.67,63.46,1,20379.5625,0.0,17371.68,73.72%,-0.84%,-1.47%,0
2013-09-17,70.55,0.87,66.75,63.52,1,20379.5625,0.0,17719.55,77.20%,2.00%,0.00%,0
2013-09-18,71.39,0.9,66.84,63.59,1,20379.5625,0.0,18370.81,83.71%,3.68%,0.00%,0
2013-09-19,71.56,0.91,66.92,63.65,1,20379.5625,0.0,18484.07,84.84%,0.62%,0.00%,0
2013-09-20,71.32,0.9,67.0,63.72,1,20379.5625,0.0,18281.83,82.82%,-1.09%,-1.09%,0
2013-09-23,71.17,0.89,67.08,63.78,1,20379.5625,0.0,18178.67,81.79%,-0.56%,-1.65%,0
2013-09-24,71.17,0.89,67.15,63.85,1,20379.5625,0.0,18182.71,81.83%,0.02%,-1.63%,0
2013-09-25,70.93,0.88,67.22,63.91,1,20379.5625,0.0,18010.8,80.11%,-0.95%,-2.56%,0
2013-09-26,71.48,0.9,67.28,63.98,1,20379.5625,0.0,18423.4,84.23%,2.29%,-0.33%,0
2013-09-27,71.39,0.9,67.35,64.05,1,20379.5625,0.0,18336.43,83.36%,-0.47%,-0.80%,0
2013-09-30,71.22,0.89,67.41,64.11,1,20379.5625,0.0,18221.15,82.21%,-0.63%,-1.42%,0
2013-10-01,71.94,0.92,67.47,64.18,1,20379.5625,0.0,18767.24,87.67%,3.00%,0.00%,0
2013-10-02,71.91,0.92,67.54,64.25,1,20379.5625,0.0,18732.85,87.33%,-0.18%,-0.18%,0
2013-10-03,71.07,0.89,67.59,64.31,1,20379.5625,0.0,18081.59,80.82%,-3.48%,-3.65%,0
2013-10-04,71.69,0.91,67.65,64.37,1,20379.5625,0.0,18546.77,85.47%,2.57%,-1.17%,0
2013-10-07,71.09,0.89,67.7,64.44,1,20379.5625,0.0,18087.67,80.88%,-2.48%,-3.62%,0
2013-10-08,69.72,0.84,67.74,64.49,1,20379.5625,0.0,17064.24,70.64%,-5.66%,-9.07%,0
2013-10-09,69.5,0.83,67.76,64.54,1,20379.5625,0.0,16876.16,68.76%,-1.10%,-10.08%,0
2013-10-10,70.97,0.88,67.81,64.61,1,20379.5625,0.0,17948.1,79.48%,6.35%,-4.36%,0
2013-10-11,71.53,0.9,67.86,64.68,1,20379.5625,0.0,18352.6,83.53%,2.25%,-2.21%,0
2013-10-14,72.04,0.92,67.92,64.75,1,20379.5625,0.0,18732.85,87.33%,2.07%,-0.18%,0
2013-10-15,71.76,0.91,67.98,64.82,1,20379.5625,0.0,18532.62,85.33%,-1.07%,-1.25%,0
2013-10-16,72.57,0.94,68.04,64.89,1,20379.5625,0.0,19165.67,91.66%,3.42%,0.00%,0
2013-10-17,72.99,0.96,68.11,64.96,1,20379.5625,0.0,19475.13,94.75%,1.61%,0.00%,0
2013-10-18,74.17,1.0,68.19,65.03,1,20379.5625,0.0,20437.86,104.38%,4.94%,0.00%,0
2013-10-21,74.33,1.01,68.27,65.1,1,20379.5625,0.0,20555.17,105.55%,0.57%,0.00%,0
2013-10-22,74.44,1.01,68.36,65.18,1,20379.5625,0.0,20625.96,106.26%,0.34%,0.00%,0
2013-10-23,73.99,1.0,68.44,65.25,1,20379.5625,0.0,20294.25,102.94%,-1.61%,-1.61%,0
2013-10-24,74.32,1.01,68.53,65.32,1,20379.5625,0.0,20547.07,105.47%,1.25%,-0.38%,0
2013-10-25,74.85,1.03,68.63,65.4,1,20379.5625,0.0,20957.65,109.58%,2.00%,0.00%,0
2013-10-28,74.87,1.03,68.73,65.47,1,20379.5625,0.0,21000.13,110.00%,0.20%,0.00%,0
2013-10-29,74.99,1.04,68.82,65.54,1,20379.5625,0.0,21101.26,111.01%,0.48%,0.00%,0
2013-10-30,74.92,1.03,68.91,65.62,1,20379.5625,0.0,21034.5,110.35%,-0.32%,-0.32%,0
2013-10-31,74.75,1.03,69.01,65.69,1,20379.5625,0.0,20899.0,108.99%,-0.64%,-0.96%,0
2013-11-01,74.77,1.02,69.11,65.77,1,20379.5625,0.0,20888.88,108.89%,-0.05%,-1.01%,0
2013-11-04,74.87,1.03,69.2,65.84,1,20379.5625,0.0,20990.02,109.90%,0.48%,-0.53%,0
2013-11-05,74.96,1.03,69.31,65.92,1,20379.5625,0.0,21079.01,110.79%,0.42%,-0.11%,0
2013-11-06,74.94,1.03,69.4,65.99,1,20379.5625,0.0,21042.6,110.43%,-0.17%,-0.28%,0
2013-11-07,73.53,0.98,69.48,66.06,1,20379.5625,0.0,19875.59,98.76%,-5.55%,-5.81%,0
2013-11-08,74.52,1.01,69.57,66.13,1,20379.5625,0.0,20660.35,106.60%,3.95%,-2.09%,0
2013-11-11,74.41,1.01,69.67,66.2,1,20379.5625,0.0,20561.23,105.61%,-0.48%,-2.56%,0
2013-11-12,74.52,1.01,69.79,66.27,1,20379.5625,0.0,20662.37,106.62%,0.49%,-2.08%,0
2013-11-13,75.43,1.05,69.91,66.35,1,20379.5625,0.0,21402.62,114.03%,3.58%,0.00%,0
2013-11-14,75.66,1.06,70.04,66.43,1,20379.5625,0.0,21568.46,115.68%,0.77%,0.00%,0
2013-11-15,75.8,1.07,70.16,66.51,1,20379.5625,0.0,21718.14,117.18%,0.69%,0.00%,0
2013-11-18,75.06,1.04,70.27,66.58,1,20379.5625,0.0,21117.43,111.17%,-2.77%,-2.77%,0
2013-11-19,74.85,1.03,70.37,66.66,1,20379.5625,0.0,20909.11,109.09%,-0.99%,-3.73%,0
2013-11-20,74.67,1.02,70.47,66.73,1,20379.5625,0.0,20763.5,107.63%,-0.70%,-4.40%,0
2013-11-21,75.43,1.05,70.58,66.8,1,20379.5625,0.0,21398.56,113.99%,3.06%,-1.47%,0
2013-11-22,75.83,1.07,70.69,66.88,1,20379.5625,0.0,21736.33,117.36%,1.58%,0.00%,0
2013-11-25,76.01,1.07,70.8,66.95,1,20379.5625,0.0,21879.94,118.80%,0.66%,0.00%,0
2013-11-26,76.41,1.09,70.91,67.03,1,20379.5625,0.0,22241.98,122.42%,1.65%,0.00%,0
2013-11-27,76.94,1.11,71.02,67.11,1,20379.5625,0.0,22686.94,126.87%,2.00%,0.00%,0
2013-11-29,77.4,1.13,71.13,67.2,1,20379.5625,0.0,23059.08,130.59%,1.64%,0.00%,0
2013-12-02,77.18,1.12,71.23,67.28,1,20379.5625,0.0,22915.47,129.15%,-0.62%,-0.62%,0
2013-12-03,77.11,1.12,71.32,67.36,1,20379.5625,0.0,22848.74,128.49%,-0.29%,-0.91%,0
2013-12-04,77.19,1.12,71.42,67.44,1,20379.5625,0.0,22907.4,129.07%,0.26%,-0.66%,0
2013-12-05,77.09,1.12,71.51,67.53,1,20379.5625,0.0,22836.6,128.37%,-0.31%,-0.96%,0
2013-12-06,77.65,1.14,71.6,67.62,1,20379.5625,0.0,23307.86,133.08%,2.06%,0.00%,0
2013-12-09,77.96,1.16,71.71,67.71,1,20379.5625,0.0,23586.98,135.87%,1.20%,0.00%,0
2013-12-10,77.91,1.16,71.81,67.8,1,20379.5625,0.0,23544.49,135.44%,-0.18%,-0.18%,0
2013-12-11,76.91,1.11,71.91,67.89,1,20379.5625,0.0,22664.7,126.65%,-3.74%,-3.91%,0
2013-12-12,76.71,1.1,72.01,67.97,1,20379.5625,0.0,22480.64,124.81%,-0.81%,-4.69%,0
2013-12-13,76.61,1.1,72.1,68.05,1,20379.5625,0.0,22373.44,123.73%,-0.48%,-5.14%,0
2013-12-16,77.03,1.12,72.2,68.13,1,20379.5625,0.0,22757.72,127.58%,1.72%,-3.52%,0
2013-12-17,76.88,1.11,72.29,68.21,1,20379.5625,0.0,22614.13,126.14%,-0.63%,-4.12%,0
2013-12-18,77.77,1.15,72.39,68.29,1,20379.5625,0.0,23394.82,133.95%,3.45%,-0.81%,0
2013-12-19,77.56,1.14,72.48,68.37,1,20379.5625,0.0,23184.49,131.84%,-0.90%,-1.71%,0
2013-12-20,78.35,1.17,72.59,68.46,1,20379.5625,0.0,23882.26,138.82%,3.01%,0.00%,0
2013-12-23,79.17,1.21,72.69,68.55,1,20379.5625,0.0,24654.88,146.55%,3.24%,0.00%,0
2013-12-24,79.21,1.21,72.79,68.63,1,20379.5625,0.0,24689.27,146.89%,0.14%,0.00%,0
2013-12-26,79.47,1.22,72.89,68.72,1,20379.5625,0.0,24929.93,149.30%,0.97%,0.00%,0
2013-12-27,79.27,1.21,72.99,68.81,1,20379.5625,0.0,24747.9,147.48%,-0.73%,-0.73%,0
2013-12-30,79.15,1.21,73.1,68.9,1,20379.5625,0.0,24618.48,146.18%,-0.52%,-1.25%,0
2013-12-31,79.67,1.23,73.2,68.99,1,20379.5625,0.0,25101.87,151.02%,1.96%,0.00%,0
2014-01-02,79.04,1.2,73.3,69.08,1,20379.5625,0.0,24515.32,145.15%,-2.34%,-2.34%,0
2014-01-03,78.47,1.18,73.4,69.17,1,20379.5625,0.0,23981.36,139.81%,-2.18%,-4.46%,0
2014-01-06,78.18,1.16,73.49,69.25,1,20379.5625,0.0,23726.52,137.27%,-1.06%,-5.48%,0
2014-01-07,78.91,1.19,73.58,69.34,1,20379.5625,0.0,24341.38,143.41%,2.59%,-3.03%,0
2014-01-08,79.08,1.2,73.69,69.43,1,20379.5625,0.0,24523.41,145.23%,0.75%,-2.30%,0
2014-01-09,78.82,1.19,73.8,69.51,1,20379.5625,0.0,24270.59,142.71%,-1.03%,-3.31%,0
2014-01-10,79.07,1.2,73.92,69.6,1,20379.5625,0.0,24513.3,145.13%,1.00%,-2.34%,0
2014-01-13,77.9,1.15,74.01,69.68,1,20379.5625,0.0,23423.13,134.23%,-4.45%,-6.69%,0
2014-01-14,79.39,1.22,74.13,69.77,1,20379.5625,0.0,24764.1,147.64%,5.72%,-1.35%,0
2014-01-15,80.04,1.24,74.24,69.86,1,20379.5625,0.0,25342.54,153.43%,2.34%,0.00%,0
2014-01-16,80.05,1.25,74.35,69.95,1,20379.5625,0.0,25395.14,153.95%,0.21%,0.00%,0
2014-01-17,79.6,1.22,74.46,70.04,1,20379.5625,0.0,24944.11,149.44%,-1.78%,-1.78%,0
2014-01-21,80.2,1.25,74.59,70.14,1,20379.5625,0.0,25502.33,155.02%,2.24%,0.00%,0
2014-01-22,80.41,1.26,74.71,70.24,1,20379.5625,0.0,25738.96,157.39%,0.93%,0.00%,0
2014-01-23,80.14,1.25,74.83,70.33,1,20379.5625,0.0,25429.52,154.30%,-1.20%,-1.20%,0
2014-01-24,78.56,1.17,74.93,70.41,1,20379.5625,0.0,23922.7,139.23%,-5.93%,-7.06%,0
2014-01-27,77.8,1.14,75.03,70.48,1,20379.5625,0.0,23226.95,132.27%,-2.91%,-9.76%,0
2014-01-28,77.76,1.14,75.12,70.56,1,20379.5625,0.0,23218.86,132.19%,-0.03%,-9.79%,0
2014-01-29,76.92,1.1,75.19,70.63,1,20379.5625,0.0,22486.7,124.87%,-3.15%,-12.64%,0
2014-01-30,78.35,1.16,75.28,70.71,1,20379.5625,0.0,23671.92,136.72%,5.27%,-8.03%,0
2014-01-31,78.14,1.15,75.37,70.8,1,20379.5625,0.0,23506.07,135.06%,-0.70%,-8.68%,0
2014-02-03,76.34,1.08,75.42,70.88,1,20379.5625,0.0,21948.71,119.49%,-6.63%,-14.73%,0
2014-02-04,76.91,1.1,75.49,70.96,1,20379.5625,0.0,22377.49,123.77%,1.95%,-13.06%,0
2014-02-05,76.71,1.09,75.56,71.03,1,20379.5625,0.0,22171.19,121.71%,-0.92%,-13.86%,0
2014-02-06,77.69,1.13,75.63,71.11,1,20379.5625,0.0,23020.65,130.21%,3.83%,-10.56%,0
2014-02-07,79.07,1.19,75.72,71.19,1,20379.5625,0.0,24242.28,142.42%,5.31%,-5.81%,0
2014-02-10,79.52,1.21,75.81,71.28,1,20379.5625,0.0,24687.22,146.87%,1.84%,-4.09%,0
2014-02-11,80.43,1.25,75.9,71.37,1,20379.5625,0.0,25532.66,155.33%,3.42%,-0.80%,0
2014-02-12,80.58,1.26,75.99,71.46,1,20379.5625,0.0,25654.02,156.54%,0.48%,-0.33%,0
2014-02-13,81.18,1.29,76.09,71.55,1,20379.5625,0.0,26313.36,163.13%,2.57%,0.00%,0
2014-02-14,81.34,1.29,76.19,71.64,1,20379.5625,0.0,26390.23,163.90%,0.29%,0.00%,0
2014-02-18,81.74,1.32,76.3,71.73,1,20379.5625,0.0,26802.83,168.03%,1.56%,0.00%,0
2014-02-19,81.18,1.29,76.4,71.81,1,20379.5625,0.0,26216.27,162.16%,-2.19%,-2.19%,0
