date,qqq_close,tqqq_close,sma100,sma200,position,shares,cash,portfolio_value,portfolio_return_pct,daily_return_pct,drawdown_pct,trade_executed
2010-04-16,43.04,0.3,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-19,43.01,0.3,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-20,43.23,0.3,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-21,43.47,0.31,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-22,43.71,0.31,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-23,43.9,0.32,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-26,43.8,0.31,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-27,42.87,0.3,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-28,42.9,0.3,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-29,43.64,0.31,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-04-30,42.78,0.29,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-03,43.38,0.3,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-04,42.08,0.28,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-05,41.86,0.27,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-06,40.46,0.25,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-07,39.46,0.23,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-10,41.51,0.26,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-11,41.46,0.26,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-12,42.25,0.28,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-13,41.58,0.26,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-14,40.78,0.25,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
2010-05-17,40.91,0.25,,,0,0.0,10000.0,10000.0,0.00%,0.00%,0.00%,0
