date,qqq_close,sma100,sma190,buy_signal,sell_signal,target_position
2010-05-26,44.2,46.63,44.84,0,1,0
2010-05-27,45.87,46.63,44.87,0,0,0
2010-05-28,45.6,46.62,44.9,0,0,0
2010-06-01,45.18,46.61,44.92,0,0,0
2010-06-02,46.25,46.61,44.95,0,0,0
2010-06-03,46.69,46.61,44.99,1,0,1
2010-06-04,45.09,46.6,45.02,0,0,1
2010-06-07,44.27,46.58,45.05,0,1,0
2010-06-08,44.19,46.56,45.07,0,1,0
2010-06-09,43.82,46.54,45.09,0,1,0
2010-06-10,45.07,46.53,45.11,0,1,0
2010-06-11,45.5,46.52,45.13,0,0,0
2010-06-14,45.49,46.51,45.16,0,0,0
2010-06-15,46.71,46.53,45.18,1,0,1
2010-06-16,46.9,46.55,45.21,1,0,1
2010-06-17,47.05,46.58,45.24,1,0,1
2010-06-18,47.0,46.61,45.26,1,0,1
2010-06-21,46.6,46.63,45.28,0,0,1
2010-06-22,46.24,46.65,45.3,0,0,1
2010-06-23,46.05,46.69,45.32,0,0,1
